Year,Country,Sport,Discipline,GoldCount,SilverCount,BronzeCount
1968,JPN,Wrestling,Wrestling Gre-R,1,1,0
1968,KEN,Athletics,Athletics,3,4,1
1968,KEN,Boxing,Boxing,0,0,1
1968,KOR,Boxing,Boxing,0,1,1
1968,MEX,Aquatics,Diving,0,1,0
1968,MEX,Aquatics,Swimming,1,0,1
1968,MEX,Athletics,Athletics,0,1,0
1968,MEX,Boxing,Boxing,2,0,2
1968,MEX,Fencing,Fencing,0,1,0
1968,MGL,Wrestling,Wrestling Free.,0,1,3
1968,NED,Aquatics,Swimming,1,0,0
1968,NED,Athletics,Athletics,0,0,1
1968,NED,Cycling,Cycling Road,1,0,0
1968,NED,Cycling,Cycling Track,0,1,0
1968,NED,Rowing,Rowing,1,2,0
1968,NOR,Canoe / Kayak,Canoe / Kayak F,1,0,0
1968,NOR,Sailing,Sailing,0,1,0
1968,NZL,Athletics,Athletics,0,0,1
1968,NZL,Rowing,Rowing,1,0,0
1968,NZL,Shooting,Shooting,0,0,1
1968,PAK,Hockey,Hockey,1,0,0
1968,POL,Athletics,Athletics,1,0,1
1968,POL,Boxing,Boxing,1,2,2
1968,POL,Cycling,Cycling Track,0,0,1
1968,POL,Fencing,Fencing,1,0,2
1968,POL,Shooting,Shooting,1,0,0
1968,POL,Volleyball,Volleyball,0,0,1
1968,POL,Weightlifting,Weightlifting,1,0,4
1968,ROU,Athletics,Athletics,2,2,0
1968,ROU,Boxing,Boxing,0,1,1
1968,ROU,Canoe / Kayak,Canoe / Kayak F,1,1,1
1968,ROU,Fencing,Fencing,1,0,1
1968,ROU,Shooting,Shooting,0,1,0
1968,ROU,Wrestling,Wrestling Gre-R,0,1,2
1968,SUI,Cycling,Cycling Track,0,0,1
1968,SUI,Equestrian,Dressage,0,0,2
1968,SUI,Rowing,Rowing,0,0,1
1968,SUI,Sailing,Sailing,0,1,0
1968,SUI,Shooting,Shooting,0,0,1
1968,SWE,Cycling,Cycling Road,0,1,1
1968,SWE,Modern Pentathlon,Modern Pentath.,1,0,0
1968,SWE,Sailing,Sailing,1,0,0
1968,TCH,Aquatics,Diving,1,0,0
1968,TCH,Athletics,Athletics,1,0,1
1968,TCH,Gymnastics,Artistic G.,4,2,0
1968,TCH,Shooting,Shooting,1,0,0
1968,TCH,Volleyball,Volleyball,0,0,1
1968,TCH,Wrestling,Wrestling Gre-R,0,0,2
1968,TPE,Athletics,Athletics,0,0,1
1968,TUN,Athletics,Athletics,1,0,1
1968,TUR,Wrestling,Wrestling Free.,2,0,0
1968,UGA,Boxing,Boxing,0,1,1
1968,URS,Aquatics,Diving,0,2,0
1968,URS,Aquatics,Swimming,0,4,4
1968,URS,Aquatics,Water polo,0,1,0
1968,URS,Athletics,Athletics,3,2,8
1968,URS,Basketball,Basketball,0,0,1
1968,URS,Boxing,Boxing,3,2,1
1968,URS,Canoe / Kayak,Canoe / Kayak F,2,1,3
1968,URS,Equestrian,Dressage,1,2,0
1968,URS,Fencing,Fencing,3,4,0
1968,URS,Gymnastics,Artistic G.,5,5,8
1968,URS,Modern Pentathlon,Modern Pentath.,0,1,1
1968,URS,Rowing,Rowing,1,0,1
1968,URS,Sailing,Sailing,1,0,0
1968,URS,Shooting,Shooting,2,1,2
1968,URS,Volleyball,Volleyball,2,0,0
1968,URS,Weightlifting,Weightlifting,3,3,0
1968,URS,Wrestling,Wrestling Free.,2,1,0
1968,URS,Wrestling,Wrestling Gre-R,1,4,1
1968,USA,Aquatics,Diving,2,0,4
1968,USA,Aquatics,Swimming,21,15,16
1968,USA,Athletics,Athletics,15,6,7
1968,USA,Basketball,Basketball,1,0,0
1968,USA,Boxing,Boxing,2,1,4
1968,USA,Equestrian,Eventing,0,1,1
1968,USA,Equestrian,Jumping,1,0,0
1968,USA,Rowing,Rowing,0,1,1
1968,USA,Sailing,Sailing,2,0,0
1968,USA,Shooting,Shooting,1,2,0
1968,USA,Weightlifting,Weightlifting,0,0,1
1968,USA,Wrestling,Wrestling Free.,0,2,0
1968,VEN,Boxing,Boxing,1,0,0
1968,YUG,Aquatics,Swimming,1,1,0
1968,YUG,Aquatics,Water polo,1,0,0
1968,YUG,Basketball,Basketball,0,1,0
1968,YUG,Boxing,Boxing,0,0,1
1968,YUG,Gymnastics,Artistic G.,1,0,0
1968,YUG,Wrestling,Wrestling Gre-R,0,1,1
1972,ARG,Rowing,Rowing,0,1,0
1972,AUS,Aquatics,Swimming,6,2,2
1972,AUS,Athletics,Athletics,0,2,0
1972,AUS,Cycling,Cycling Road,0,1,0
1972,AUS,Cycling,Cycling Track,0,2,0
1972,AUS,Sailing,Sailing,2,0,0
1972,AUT,Athletics,Athletics,0,0,1
1972,AUT,Canoe / Kayak,Canoe / Kayak S,0,1,0
1972,AUT,Shooting,Shooting,0,0,1
1972,BEL,Athletics,Athletics,0,2,0
1972,BRA,Athletics,Athletics,0,0,1
1972,BRA,Judo,Judo,0,0,1
1972,BUL,Athletics,Athletics,0,2,2
1972,BUL,Boxing,Boxing,1,1,0
1972,BUL,Canoe / Kayak,Canoe / Kayak F,0,0,1
1972,BUL,Weightlifting,Weightlifting,3,3,0
1972,BUL,Wrestling,Wrestling Free.,0,2,1
1972,BUL,Wrestling,Wrestling Gre-R,2,2,1
1972,CAN,Aquatics,Swimming,0,2,2
1972,CAN,Sailing,Sailing,0,0,1
1972,COL,Boxing,Boxing,0,0,2
1972,COL,Shooting,Shooting,0,1,0
1972,CUB,Athletics,Athletics,0,0,2
1972,CUB,Basketball,Basketball,0,0,1
1972,CUB,Boxing,Boxing,3,1,1
1972,DEN,Cycling,Cycling Track,1,0,0
1972,ESP,Boxing,Boxing,0,0,1
1972,ETH,Athletics,Athletics,0,0,2
1972,FIN,Archery,Archery,0,0,1
1972,FIN,Athletics,Athletics,3,0,1
1972,FIN,Boxing,Boxing,0,1,0
1972,FIN,Modern Pentathlon,Modern Pentath.,0,0,1
1972,FIN,Wrestling,Wrestling Gre-R,0,0,1
1972,FRA,Athletics,Athletics,0,1,1
1972,FRA,Canoe / Kayak,Canoe / Kayak S,0,0,1
1972,FRA,Cycling,Cycling Track,1,0,0
1972,FRA,Fencing,Fencing,0,1,2
1972,FRA,Judo,Judo,0,0,3
1972,FRA,Sailing,Sailing,1,1,0
1972,FRA,Shooting,Shooting,0,1,0
1972,FRG,Aquatics,Swimming,0,1,3
1972,FRG,Athletics,Athletics,6,3,2
1972,FRG,Boxing,Boxing,1,0,1
1972,FRG,Canoe / Kayak,Canoe / Kayak F,0,0,1
1972,FRG,Canoe / Kayak,Canoe / Kayak S,0,3,1
1972,FRG,Cycling,Cycling Track,1,0,1
1972,FRG,Equestrian,Dressage,1,2,1
1972,FRG,Equestrian,Eventing,0,0,1
1972,FRG,Equestrian,Jumping,1,0,0
1972,FRG,Hockey,Hockey,1,0,0
1972,FRG,Judo,Judo,0,1,1
1972,FRG,Rowing,Rowing,1,0,1
1972,FRG,Sailing,Sailing,0,0,2
1972,FRG,Shooting,Shooting,1,0,0
1972,FRG,Weightlifting,Weightlifting,0,1,0
1972,FRG,Wrestling,Wrestling Free.,0,0,1
1972,FRG,Wrestling,Wrestling Gre-R,0,1,0
1972,GBR,Aquatics,Swimming,0,1,0
1972,GBR,Athletics,Athletics,1,1,2
1972,GBR,Boxing,Boxing,0,0,3
1972,GBR,Cycling,Cycling Track,0,0,1
1972,GBR,Equestrian,Eventing,3,0,0
1972,GBR,Equestrian,Jumping,0,1,0
1972,GBR,Judo,Judo,0,1,2
1972,GBR,Sailing,Sailing,1,1,0
1972,GBR,Shooting,Shooting,0,0,1
1972,GDR,Aquatics,Diving,0,0,2
1972,GDR,Aquatics,Swimming,2,5,2
1972,GDR,Athletics,Athletics,8,7,5
1972,GDR,Boxing,Boxing,0,0,1
1972,GDR,Canoe / Kayak,Canoe / Kayak F,0,1,0
1972,GDR,Canoe / Kayak,Canoe / Kayak S,4,0,1
1972,GDR,Cycling,Cycling Track,0,2,1
1972,GDR,Football,Football,0,0,1
1972,GDR,Gymnastics,Artistic G.,3,4,2
1972,GDR,Judo,Judo,0,0,1
1972,GDR,Rowing,Rowing,3,1,3
1972,GDR,Sailing,Sailing,0,1,0
1972,GDR,Shooting,Shooting,0,0,2
1972,GDR,Volleyball,Volleyball,0,1,0
1972,GDR,Weightlifting,Weightlifting,0,0,2
1972,GDR,Wrestling,Wrestling Gre-R,0,1,0
1972,GHA,Boxing,Boxing,0,0,1
1972,GRE,Sailing,Sailing,0,1,0
1972,GRE,Wrestling,Wrestling Gre-R,0,1,0
1972,HUN,Aquatics,Swimming,0,1,2
1972,HUN,Aquatics,Water polo,0,1,0
1972,HUN,Boxing,Boxing,1,2,1
1972,HUN,Canoe / Kayak,Canoe / Kayak F,0,2,2
1972,HUN,Fencing,Fencing,2,4,2
1972,HUN,Football,Football,0,1,0
1972,HUN,Gymnastics,Artistic G.,0,0,1
1972,HUN,Modern Pentathlon,Modern Pentath.,1,1,0
1972,HUN,Shooting,Shooting,0,0,1
1972,HUN,Weightlifting,Weightlifting,1,1,3
1972,HUN,Wrestling,Wrestling Free.,0,0,3
1972,HUN,Wrestling,Wrestling Gre-R,1,0,1
1972,IND,Hockey,Hockey,0,0,1
1972,IRI,Weightlifting,Weightlifting,0,1,0
1972,IRI,Wrestling,Wrestling Free.,0,0,1
1972,IRI,Wrestling,Wrestling Gre-R,0,1,0
1972,ITA,Aquatics,Diving,1,1,1
1972,ITA,Aquatics,Swimming,0,1,2
1972,ITA,Athletics,Athletics,0,0,2
1972,ITA,Equestrian,Eventing,0,1,0
1972,ITA,Equestrian,Jumping,1,0,1
1972,ITA,Fencing,Fencing,2,0,0
1972,ITA,Shooting,Shooting,1,0,1
1972,ITA,Weightlifting,Weightlifting,0,0,1
1972,ITA,Wrestling,Wrestling Gre-R,0,0,2
1972,JAM,Athletics,Athletics,0,0,1
1972,JPN,Aquatics,Swimming,2,0,1
1972,JPN,Gymnastics,Artistic G.,5,5,6
1972,JPN,Judo,Judo,3,0,1
1972,JPN,Volleyball,Volleyball,1,1,0
1972,JPN,Wrestling,Wrestling Free.,2,1,0
1972,JPN,Wrestling,Wrestling Gre-R,0,1,0
1972,KEN,Athletics,Athletics,2,2,2
1972,KEN,Boxing,Boxing,0,1,2
1972,KOR,Judo,Judo,0,1,0
1972,LIB,Weightlifting,Weightlifting,0,1,0
1972,MEX,Boxing,Boxing,0,1,0
1972,MGL,Wrestling,Wrestling Free.,0,1,0
1972,NED,Canoe / Kayak,Canoe / Kayak F,0,1,0
1972,NED,Cycling,Cycling Road,1,0,0
1972,NED,Judo,Judo,2,0,0
1972,NED,Rowing,Rowing,0,0,1
1972,NGR,Boxing,Boxing,0,0,1
1972,NIG,Boxing,Boxing,0,0,1
1972,NOR,Canoe / Kayak,Canoe / Kayak F,0,0,1
1972,NOR,Cycling,Cycling Track,1,0,0
1972,NOR,Rowing,Rowing,0,1,0
1972,NOR,Weightlifting,Weightlifting,1,0,0
1972,NZL,Athletics,Athletics,0,0,1
1972,NZL,Rowing,Rowing,1,1,0
1972,PAK,Hockey,Hockey,0,1,0
1972,POL,Archery,Archery,0,1,0
1972,POL,Athletics,Athletics,1,0,2
1972,POL,Boxing,Boxing,1,1,2
1972,POL,Canoe / Kayak,Canoe / Kayak F,0,0,1
1972,POL,Cycling,Cycling Road,0,1,0
1972,POL,Cycling,Cycling Track,0,0,1
1972,POL,Fencing,Fencing,2,0,0
1972,POL,Football,Football,1,0,0
1972,POL,Judo,Judo,0,1,0
1972,POL,Shooting,Shooting,1,0,0
1972,POL,Weightlifting,Weightlifting,1,1,1
1972,POL,Wrestling,Wrestling Gre-R,0,0,2
1972,PRK,Boxing,Boxing,0,1,0
1972,PRK,Judo,Judo,0,0,1
1972,PRK,Shooting,Shooting,1,0,0
1972,PRK,Volleyball,Volleyball,0,0,1
1972,PRK,Wrestling,Wrestling Free.,0,0,1
1972,ROU,Athletics,Athletics,0,2,0
1972,ROU,Boxing,Boxing,0,1,0
1972,ROU,Canoe / Kayak,Canoe / Kayak F,1,2,1
1972,ROU,Fencing,Fencing,0,0,1
1972,ROU,Handball,Handball,0,0,1
1972,ROU,Rowing,Rowing,0,0,1
1972,ROU,Shooting,Shooting,0,1,1
1972,ROU,Wrestling,Wrestling Free.,0,0,1
1972,ROU,Wrestling,Wrestling Gre-R,2,0,1
1972,SUI,Cycling,Cycling Track,0,1,0
1972,SUI,Fencing,Fencing,0,1,0
1972,SUI,Rowing,Rowing,0,1,0
1972,SWE,Aquatics,Diving,1,1,0
1972,SWE,Aquatics,Swimming,2,0,0
1972,SWE,Archery,Archery,0,1,0
1972,SWE,Athletics,Athletics,0,0,1
1972,SWE,Boxing,Boxing,0,0,1
1972,SWE,Canoe / Kayak,Canoe / Kayak F,0,1,0
1972,SWE,Equestrian,Dressage,0,0,1
1972,SWE,Equestrian,Eventing,0,0,1
1972,SWE,Sailing,Sailing,0,2,0
1972,SWE,Shooting,Shooting,1,0,0
1972,SWE,Weightlifting,Weightlifting,0,0,1
1972,SWE,Wrestling,Wrestling Free.,0,1,0
1972,SWE,Wrestling,Wrestling Gre-R,0,0,1
1972,TCH,Aquatics,Diving,0,1,0
1972,TCH,Athletics,Athletics,1,0,1
1972,TCH,Handball,Handball,0,1,0
1972,TCH,Rowing,Rowing,0,1,1
1972,TCH,Shooting,Shooting,0,1,0
1972,TCH,Wrestling,Wrestling Gre-R,1,0,0
1972,TUN,Athletics,Athletics,0,1,0
1972,TUR,Wrestling,Wrestling Free.,0,1,0
1972,UGA,Athletics,Athletics,1,0,0
1972,UGA,Boxing,Boxing,0,1,0
1972,URS,Aquatics,Diving,1,0,0
1972,URS,Aquatics,Swimming,0,2,3
1972,URS,Aquatics,Water polo,1,0,0
1972,URS,Archery,Archery,0,0,1
1972,URS,Athletics,Athletics,9,7,1
1972,URS,Basketball,Basketball,1,0,0
1972,URS,Boxing,Boxing,2,0,0
1972,URS,Canoe / Kayak,Canoe / Kayak F,6,0,0
1972,URS,Cycling,Cycling Road,1,0,0
1972,URS,Cycling,Cycling Track,1,0,1
1972,URS,Equestrian,Dressage,2,1,0
1972,URS,Fencing,Fencing,2,2,3
1972,URS,Football,Football,0,0,1
1972,URS,Gymnastics,Artistic G.,6,6,4
1972,URS,Judo,Judo,1,1,2
1972,URS,Modern Pentathlon,Modern Pentath.,1,1,1
1972,URS,Rowing,Rowing,2,0,0
1972,URS,Sailing,Sailing,1,0,1
1972,URS,Shooting,Shooting,1,2,1
1972,URS,Volleyball,Volleyball,1,0,1
1972,URS,Weightlifting,Weightlifting,3,1,1
1972,URS,Wrestling,Wrestling Free.,5,2,1
1972,URS,Wrestling,Wrestling Gre-R,4,2,0
1972,USA,Aquatics,Diving,1,1,1
1972,USA,Aquatics,Swimming,17,14,12
1972,USA,Aquatics,Water polo,0,0,1
1972,USA,Archery,Archery,2,0,0
1972,USA,Athletics,Athletics,6,8,8
1972,USA,Basketball,Basketball,0,1,0
1972,USA,Boxing,Boxing,1,0,3
1972,USA,Canoe / Kayak,Canoe / Kayak S,0,0,1
1972,USA,Equestrian,Eventing,0,1,0
1972,USA,Equestrian,Jumping,0,2,1
1972,USA,Rowing,Rowing,0,1,0
1972,USA,Sailing,Sailing,1,0,2
1972,USA,Shooting,Shooting,2,2,0
1972,USA,Wrestling,Wrestling Free.,3,2,1
1972,YUG,Boxing,Boxing,1,0,1
1972,YUG,Handball,Handball,1,0,0
1972,YUG,Wrestling,Wrestling Gre-R,0,1,1
1976,AUS,Aquatics,Swimming,0,0,1
1976,AUS,Equestrian,Eventing,0,0,1
1976,AUS,Hockey,Hockey,0,1,0
1976,AUS,Sailing,Sailing,0,0,2
1976,AUT,Shooting,Shooting,0,0,1
1976,BEL,Athletics,Athletics,0,2,1
1976,BEL,Cycling,Cycling Track,0,1,0
1976,BEL,Equestrian,Jumping,0,0,2
1976,BER,Boxing,Boxing,0,0,1
1976,BRA,Athletics,Athletics,0,0,1
1976,BRA,Sailing,Sailing,0,0,1
1976,BUL,Athletics,Athletics,1,2,1
1976,BUL,Basketball,Basketball,0,0,1
1976,BUL,Boxing,Boxing,0,0,1
1976,BUL,Rowing,Rowing,2,1,0
1976,BUL,Weightlifting,Weightlifting,2,3,1
1976,BUL,Wrestling,Wrestling Free.,1,0,1
1976,BUL,Wrestling,Wrestling Gre-R,0,3,2
1976,CAN,Aquatics,Swimming,0,2,6
1976,CAN,Athletics,Athletics,0,1,0
1976,CAN,Canoe / Kayak,Canoe / Kayak F,0,1,0
1976,CAN,Equestrian,Jumping,0,1,0
1976,CUB,Athletics,Athletics,2,1,0
1976,CUB,Boxing,Boxing,3,3,2
1976,CUB,Judo,Judo,1,0,0
1976,CUB,Volleyball,Volleyball,0,0,1
1976,DEN,Cycling,Cycling Road,0,0,1
1976,DEN,Cycling,Cycling Track,0,0,1
1976,DEN,Sailing,Sailing,1,0,0
1976,ESP,Canoe / Kayak,Canoe / Kayak F,0,1,0
1976,ESP,Sailing,Sailing,0,1,0
1976,FIN,Athletics,Athletics,2,2,0
1976,FIN,Rowing,Rowing,1,0,0
1976,FIN,Wrestling,Wrestling Gre-R,1,0,0
1976,FRA,Athletics,Athletics,1,0,0
1976,FRA,Cycling,Cycling Track,0,1,0
1976,FRA,Equestrian,Jumping,1,0,0
1976,FRA,Fencing,Fencing,0,1,2
1976,FRA,Gymnastics,Artistic G.,0,0,1
1976,FRA,Judo,Judo,0,0,1
1976,FRA,Weightlifting,Weightlifting,0,1,0
1976,FRG,Aquatics,Swimming,0,0,2
1976,FRG,Athletics,Athletics,1,4,4
1976,FRG,Boxing,Boxing,0,0,1
1976,FRG,Cycling,Cycling Track,2,0,0
1976,FRG,Equestrian,Dressage,2,1,1
1976,FRG,Equestrian,Eventing,0,1,1
1976,FRG,Equestrian,Jumping,1,1,0
1976,FRG,Fencing,Fencing,2,2,0
1976,FRG,Gymnastics,Artistic G.,0,0,1
1976,FRG,Judo,Judo,0,1,0
1976,FRG,Rowing,Rowing,0,1,3
1976,FRG,Sailing,Sailing,2,0,1
1976,FRG,Shooting,Shooting,1,1,1
1976,FRG,Wrestling,Wrestling Free.,0,0,1
1976,FRG,Wrestling,Wrestling Gre-R,0,0,1
1976,GBR,Aquatics,Swimming,1,1,1
1976,GBR,Athletics,Athletics,0,0,1
1976,GBR,Boxing,Boxing,0,0,1
1976,GBR,Cycling,Cycling Track,0,0,1
1976,GBR,Judo,Judo,0,1,1
1976,GBR,Modern Pentathlon,Modern Pentath.,1,0,0
1976,GBR,Rowing,Rowing,0,2,0
1976,GBR,Sailing,Sailing,1,1,0
1976,GDR,Aquatics,Diving,0,1,0
1976,GDR,Aquatics,Swimming,11,6,2
1976,GDR,Athletics,Athletics,11,7,9
1976,GDR,Boxing,Boxing,1,1,0
1976,GDR,Canoe / Kayak,Canoe / Kayak F,3,1,3
1976,GDR,Cycling,Cycling Track,1,0,2
1976,GDR,Football,Football,1,0,0
1976,GDR,Gymnastics,Artistic G.,0,1,3
1976,GDR,Handball,Handball,0,1,0
1976,GDR,Rowing,Rowing,9,3,2
1976,GDR,Sailing,Sailing,1,0,1
1976,GDR,Shooting,Shooting,2,2,0
1976,GDR,Weightlifting,Weightlifting,0,1,2
1976,GDR,Wrestling,Wrestling Free.,0,1,0
1976,GDR,Wrestling,Wrestling Gre-R,0,0,1
1976,HUN,Aquatics,Water polo,1,0,0
1976,HUN,Athletics,Athletics,1,0,0
1976,HUN,Canoe / Kayak,Canoe / Kayak F,0,3,5
1976,HUN,Fencing,Fencing,1,0,2
1976,HUN,Gymnastics,Artistic G.,1,0,1
1976,HUN,Handball,Handball,0,0,1
1976,HUN,Judo,Judo,0,0,1
1976,HUN,Modern Pentathlon,Modern Pentath.,0,0,1
1976,HUN,Weightlifting,Weightlifting,0,1,1
1976,HUN,Wrestling,Wrestling Free.,0,1,0
1976,HUN,Wrestling,Wrestling Gre-R,0,0,1
1976,IRI,Weightlifting,Weightlifting,0,0,1
1976,IRI,Wrestling,Wrestling Free.,0,1,0
1976,ITA,Aquatics,Diving,1,1,0
1976,ITA,Aquatics,Water polo,0,1,0
1976,ITA,Archery,Archery,0,0,1
1976,ITA,Athletics,Athletics,0,1,0
1976,ITA,Cycling,Cycling Road,0,1,0
1976,ITA,Fencing,Fencing,1,3,0
1976,ITA,Judo,Judo,0,0,1
1976,ITA,Shooting,Shooting,0,0,2
1976,JAM,Athletics,Athletics,1,1,0
1976,JPN,Archery,Archery,0,1,0
1976,JPN,Gymnastics,Artistic G.,3,4,3
1976,JPN,Judo,Judo,3,1,1
1976,JPN,Volleyball,Volleyball,1,0,0
1976,JPN,Weightlifting,Weightlifting,0,0,2
1976,JPN,Wrestling,Wrestling Free.,2,0,3
1976,JPN,Wrestling,Wrestling Gre-R,0,0,1
1976,KOR,Judo,Judo,0,1,2
1976,KOR,Volleyball,Volleyball,0,0,1
1976,KOR,Wrestling,Wrestling Free.,1,0,1
1976,MEX,Athletics,Athletics,1,0,0
1976,MEX,Boxing,Boxing,0,0,1
1976,MGL,Wrestling,Wrestling Free.,0,1,0
1976,NED,Aquatics,Swimming,0,0,2
1976,NED,Aquatics,Water polo,0,0,1
1976,NED,Cycling,Cycling Track,0,1,0
1976,NED,Shooting,Shooting,0,1,0
1976,NOR,Rowing,Rowing,1,1,0
1976,NZL,Athletics,Athletics,1,1,0
1976,NZL,Hockey,Hockey,1,0,0
1976,NZL,Rowing,Rowing,0,0,1
1976,PAK,Hockey,Hockey,0,0,1
1976,POL,Athletics,Athletics,3,2,0
1976,POL,Boxing,Boxing,1,0,4
1976,POL,Canoe / Kayak,Canoe / Kayak F,0,1,0
1976,POL,Cycling,Cycling Road,0,1,1
1976,POL,Football,Football,0,1,0
1976,POL,Handball,Handball,0,0,1
1976,POL,Judo,Judo,0,0,1
1976,POL,Modern Pentathlon,Modern Pentath.,1,0,0
1976,POL,Shooting,Shooting,0,0,2
1976,POL,Volleyball,Volleyball,1,0,0
1976,POL,Weightlifting,Weightlifting,0,1,2
1976,POL,Wrestling,Wrestling Gre-R,1,0,2
1976,POR,Athletics,Athletics,0,1,0
1976,POR,Shooting,Shooting,0,1,0
1976,PRK,Boxing,Boxing,1,1,0
1976,PUR,Boxing,Boxing,0,0,1
1976,ROU,Athletics,Athletics,0,0,1
1976,ROU,Boxing,Boxing,0,2,3
1976,ROU,Canoe / Kayak,Canoe / Kayak F,1,1,2
1976,ROU,Fencing,Fencing,0,0,1
1976,ROU,Gymnastics,Artistic G.,3,2,3
1976,ROU,Handball,Handball,0,1,0
1976,ROU,Rowing,Rowing,0,0,1
1976,ROU,Wrestling,Wrestling Free.,0,0,2
1976,ROU,Wrestling,Wrestling Gre-R,0,3,1
1976,SUI,Equestrian,Dressage,1,2,0
1976,SUI,Fencing,Fencing,0,0,1
1976,SUI,Judo,Judo,0,0,1
1976,SWE,Aquatics,Diving,0,1,0
1976,SWE,Athletics,Athletics,1,0,0
1976,SWE,Cycling,Cycling Road,1,0,0
1976,SWE,Fencing,Fencing,1,0,0
1976,SWE,Sailing,Sailing,1,0,0
1976,TCH,Athletics,Athletics,0,0,1
1976,TCH,Cycling,Cycling Track,1,0,0
1976,TCH,Modern Pentathlon,Modern Pentath.,0,1,1
1976,TCH,Rowing,Rowing,0,0,2
1976,TCH,Shooting,Shooting,1,0,0
1976,TCH,Wrestling,Wrestling Gre-R,0,1,0
1976,THA,Boxing,Boxing,0,0,1
1976,TRI,Athletics,Athletics,1,0,0
1976,URS,Aquatics,Diving,1,0,2
1976,URS,Aquatics,Swimming,1,3,5
1976,URS,Archery,Archery,0,1,1
1976,URS,Athletics,Athletics,4,4,10
1976,URS,Basketball,Basketball,1,0,1
1976,URS,Boxing,Boxing,0,1,4
1976,URS,Canoe / Kayak,Canoe / Kayak F,6,3,0
1976,URS,Cycling,Cycling Road,1,0,0
1976,URS,Cycling,Cycling Track,0,1,0
1976,URS,Fencing,Fencing,3,2,2
1976,URS,Football,Football,0,0,1
1976,URS,Gymnastics,Artistic G.,7,8,2
1976,URS,Handball,Handball,2,0,0
1976,URS,Judo,Judo,2,2,1
1976,URS,Modern Pentathlon,Modern Pentath.,0,1,0
1976,URS,Rowing,Rowing,1,4,4
1976,URS,Sailing,Sailing,0,2,0
1976,URS,Shooting,Shooting,1,1,1
1976,URS,Volleyball,Volleyball,0,2,0
1976,URS,Weightlifting,Weightlifting,7,1,0
1976,URS,Wrestling,Wrestling Free.,5,3,0
1976,URS,Wrestling,Wrestling Gre-R,7,2,1
1976,USA,Aquatics,Diving,2,1,2
1976,USA,Aquatics,Swimming,13,14,7
1976,USA,Archery,Archery,2,0,0
1976,USA,Athletics,Athletics,6,8,8
1976,USA,Basketball,Basketball,1,1,0
1976,USA,Boxing,Boxing,5,1,1
1976,USA,Equestrian,Dressage,0,0,1
1976,USA,Equestrian,Eventing,3,1,0
1976,USA,Gymnastics,Artistic G.,0,0,1
1976,USA,Judo,Judo,0,0,1
1976,USA,Rowing,Rowing,0,2,1
1976,USA,Sailing,Sailing,0,2,1
1976,USA,Shooting,Shooting,2,1,0
1976,USA,Weightlifting,Weightlifting,0,1,0
1976,USA,Wrestling,Wrestling Free.,1,3,2
1976,VEN,Boxing,Boxing,0,1,0
1976,YUG,Basketball,Basketball,0,1,0
1976,YUG,Boxing,Boxing,0,1,1
1976,YUG,Canoe / Kayak,Canoe / Kayak F,1,0,1
1976,YUG,Judo,Judo,0,0,1
1976,YUG,Wrestling,Wrestling Gre-R,1,1,0
1980,AUS,Aquatics,Swimming,2,0,5
1980,AUS,Athletics,Athletics,0,1,0
1980,AUS,Canoe / Kayak,Canoe / Kayak F,0,1,0
1980,AUT,Equestrian,Dressage,1,0,0
1980,AUT,Sailing,Sailing,0,2,0
1980,AUT,Shooting,Shooting,0,0,1
1980,BEL,Judo,Judo,1,0,0
1980,BRA,Aquatics,Swimming,0,0,1
1980,BRA,Athletics,Athletics,0,0,1
1980,BRA,Sailing,Sailing,2,0,0
1980,BUL,Athletics,Athletics,0,1,1
1980,BUL,Basketball,Basketball,0,1,0
1980,BUL,Boxing,Boxing,1,0,1
1980,BUL,Canoe / Kayak,Canoe / Kayak F,1,2,2
1980,BUL,Equestrian,Dressage,0,1,0
1980,BUL,Gymnastics,Artistic G.,1,0,1
1980,BUL,Judo,Judo,0,1,1
1980,BUL,Rowing,Rowing,0,1,3
1980,BUL,Shooting,Shooting,0,0,2
1980,BUL,Volleyball,Volleyball,0,1,1
1980,BUL,Weightlifting,Weightlifting,2,4,2
1980,BUL,Wrestling,Wrestling Free.,2,3,1
1980,BUL,Wrestling,Wrestling Gre-R,1,1,2
1980,CUB,Athletics,Athletics,1,2,1
1980,CUB,Boxing,Boxing,6,2,2
1980,CUB,Judo,Judo,0,3,0
1980,CUB,Shooting,Shooting,0,0,1
1980,CUB,Weightlifting,Weightlifting,1,0,1
1980,DEN,Aquatics,Swimming,0,0,1
1980,DEN,Cycling,Cycling Track,0,0,1
1980,DEN,Sailing,Sailing,1,1,0
1980,DEN,Shooting,Shooting,1,0,0
1980,ESP,Aquatics,Swimming,0,0,1
1980,ESP,Athletics,Athletics,0,1,0
1980,ESP,Canoe / Kayak,Canoe / Kayak F,0,1,1
1980,ESP,Hockey,Hockey,0,1,0
1980,ESP,Sailing,Sailing,1,0,0
1980,ETH,Athletics,Athletics,2,0,2
1980,FIN,Archery,Archery,1,0,1
1980,FIN,Athletics,Athletics,0,1,1
1980,FIN,Rowing,Rowing,1,0,0
1980,FIN,Sailing,Sailing,1,0,1
1980,FIN,Wrestling,Wrestling Gre-R,0,0,1
1980,FRA,Athletics,Athletics,0,0,1
1980,FRA,Canoe / Kayak,Canoe / Kayak F,0,1,0
1980,FRA,Cycling,Cycling Track,0,2,0
